name of switch,producer,top housing,bottom housing,stem,spring,operating force,pre travel,total travel
kailh box,kailh,,,,,,,
gateron milky yellow,gateron,milky,PC/Nylon blend,Nylon,MX,50g,2.0mm, 4.0mm
